cid,time,compile,vmlinux,GZIP-bzImage,GZIP-vmlinux,GZIP,BZIP2-bzImage,BZIP2-vmlinux,BZIP2,LZMA-bzImage,LZMA-vmlinux,LZMA,XZ-bzImage,XZ-vmlinux,XZ,LZO-bzImage,LZO-vmlinux,LZO,LZ4-bzImage,LZ4-vmlinux,LZ4
55701,489.171,True,63871952,17409488,19494352,17261677,20927952,23012264,16662529,13993424,16077776,13857061,13288912,15373688,13141468,19117520,21201784,18981768,20366800,22451376,20217837
55700,260.242,True,122124872,11904272,13993216,11682021,16446736,18535128,12104335,9229584,11318016,9016121,8971536,11060392,8748596,13858064,15946408,13648741,15295760,17384416,15073545
55699,187.661,True,21916280,6518224,8602744,6371103,10425808,12509776,6160767,5359056,7443056,5222713,5084624,7169056,4940012,7099856,9183768,6966574,7550416,9634648,7403944
55698,273.6,True,27598192,8410064,10495440,8260886,12162000,14246824,7898434,6841296,8926160,6705207,6411216,8496504,6265372,9196496,11281272,9059340,9761744,11846832,9616644
55697,359.334,True,19416992,4822480,6907344,4674172,8832464,10916776,4568151,3970512,6054864,3830718,3782096,5866872,3634212,5301712,7385976,5166852,5674448,7759024,5523806
55696,475.646,True,35583568,9118672,11204048,8970480,12960720,15045544,8693285,7455696,9540560,7316885,6108112,8193400,5961848,10003408,12088184,9866934,10687440,12772528,10541381
55695,420.038,True,46985280,9503696,11589072,9356754,13001680,15086504,8735766,7623632,9708496,7485734,6575056,8660344,6429368,10421200,12505976,10285172,11105232,13190320,10959477
55694,235.832,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
55693,568.383,True,143264144,4858832,6945496,4649140,8979408,11065512,4652451,3970000,6056144,3768352,3777488,5864056,3567200,5555152,7641208,5358300,5977040,8063408,5767424
55692,415.258,True,69331048,20005328,22091216,19860022,22815184,24900520,18548318,15647184,17732560,15510739,14049744,16135544,13902520,21959120,24044408,21824716,23450064,25535664,23304124
55691,356.928,True,48182360,9184208,11270984,8982094,13284304,15370528,8962392,7476176,9562432,7285032,6132688,8219376,5930232,10281936,12368104,10092941,11117520,13204008,10914197
55690,191.895,True,25861904,6575568,8660088,6428785,10446288,12530256,6183923,5297616,7381616,5162881,4953552,7037984,4807172,7198160,9282072,7066474,7677392,9761624,7531566
55689,369.311,True,23354376,6173648,8259024,6027610,10130384,12215208,5865563,5096400,7181264,4960267,4178896,6264184,4034068,6747088,8831864,6613876,7205840,9290928,7059948
55688,313.429,True,49015328,5817296,7904072,5616429,9917392,12003616,5595950,4744144,6830400,4551317,4522960,6609648,4320264,6530000,8616168,6338499,7037904,9124392,6835844
55687,432.835,True,62591616,13948368,16034680,13734587,18044368,20130128,13715461,11171280,13257072,10970948,10618320,12704544,10409996,15676880,17762584,15476075,16909776,18995800,16696100
55686,363.801,True,69813560,17510864,19596752,17365106,20365776,22451112,16101890,13455824,15541200,13320961,11915728,14001528,11771972,19399120,21484408,19262775,20812240,22897840,20663542
55685,365.255,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
55684,455.467,True,39165696,10850576,12938800,10684572,14532880,16620552,10250087,8708368,10796072,8553972,6852880,8941016,6687960,11923728,14011344,11768707,12787984,14875920,12623291
55683,502.418,True,21958992,5750736,7837136,5603432,9703376,11789224,5440697,4706256,6792144,4571380,4378576,6464888,4235000,6307792,8393592,6172352,6725584,8811696,6577536
55682,321.608,True,25428072,5469136,7555960,5257748,9614288,11700560,5285488,4441040,6527344,4239950,4244432,6331168,4034140,6161360,8247576,5960365,6665168,8751704,6452443
55681,303.643,True,284145240,12575184,14661072,12429861,16564688,18650024,12298951,9843152,11928528,9707588,9535952,11621752,9390496,13963728,16049016,13830426,15122896,17208496,14974940
55680,250.803,True,32265472,8848848,10933712,8698658,12674512,14758824,8409441,7149008,9233360,7011672,6759888,8844664,6613932,9684432,11768696,9546932,10311120,12395696,10161420
55679,297.167,True,36490256,7996368,10081400,7852565,11727824,13812304,7464322,6353872,8438384,6218229,4998096,7083040,4853604,8836048,10920472,8702154,9479120,11563864,9333858
55678,189.238,True,47725200,6829520,8914040,6684070,10622416,12706384,6357239,5481936,7565936,5347509,5141968,7226400,4998120,7468496,9552408,7333930,7939536,10023768,7794093
55677,393.583,True,30280832,7845328,9930192,7697162,11703760,13788072,7438056,6358480,8442832,6219719,6002128,8086904,5853428,8570320,10654584,8432959,9102800,11187376,8952458
55676,696.465,True,85514720,8258512,10345336,8048389,12366800,14453072,8039546,6505424,8591728,6303223,5555152,7641888,5345360,9540560,11626776,9341463,10466256,12552792,10253704
55675,314.193,True,18542216,4436944,6521976,4290895,8393680,10478160,4131535,3679184,5763696,3545125,3515344,5600288,3372720,4846544,6930968,4715246,5149648,7234392,5002833
55674,309.619,True,19635480,5750736,7837136,5604099,9641936,11727784,5378806,4800464,6886352,4664919,4562896,6649208,4416336,6242256,8328056,6106585,6610896,8697008,6466641
55673,229.227,True,43449392,7208400,9294968,7064213,11115984,13202000,6852772,5877200,7963248,5745303,5602768,7689248,5461356,7966160,10052120,7835840,8449488,10535768,8307097
55672,312.269,True,41679464,10962384,13047248,10813733,14599632,16683944,10335713,8938960,11023312,8799685,8443344,10528120,8294988,12023248,14107512,11886367,12768720,14853296,12619335
55671,181.937,True,43362664,9491408,11576792,9342847,13079504,15164328,8813461,7480272,9565136,7342629,6419408,8504696,6274680,10503120,12587896,10366758,11260880,13345968,11114479
55670,258.797,True,53440584,8639440,10726216,8437490,13083600,15169824,8763672,6697936,8784192,6505045,6460368,8547056,6259744,10138576,12224744,9947914,11248592,13335080,11047004
55669,166.105,True,18044240,3260368,5346776,3113094,7331792,9417640,3068920,2699216,4785104,2564419,2572240,4658552,2428544,3583952,5669752,3447966,3825616,5911728,3680448
55668,293.678,True,26266456,5153744,7239128,5004812,9110480,11195304,4844303,4191184,6276048,4054906,3920848,6006136,3776152,5669840,7754616,5533740,6034384,8119472,5887000
55667,509.348,True,55142152,9966640,12055176,9737786,13919280,16007264,9570441,7902256,9990272,7682807,6890544,8978984,6662212,11519024,13606952,11303226,12600368,14688616,12372120
55666,351.014,True,51081032,10622416,12706936,10475639,14312912,16396880,10049095,8545744,10629744,8411014,8029648,10114080,7885044,11691472,13775384,11556693,12428752,14512984,12282958
55665,243.617,True,30339616,8463312,10548688,8314913,12268496,14353320,8002239,6935504,9020368,6799593,6456272,8541560,6308024,9274320,11359096,9137630,9876432,11961520,9729000
55664,328.557,True,16402536,3948496,6034560,3804025,7970768,10056272,3706965,3256272,5341808,3122039,3022800,5108768,2877748,4321232,6406680,4189192,4620240,6706008,4475780
55663,332.3,True,58677696,17618192,19705736,17446945,21587216,23674216,17300687,13935888,16022920,13778755,12490000,14577456,12322020,19485968,21572912,19329092,21042448,23129712,20874860
55662,364.549,True,22693816,6779344,8865232,6631928,10740176,12825512,6473018,5644752,7730128,5506868,4563408,6649208,4417044,7344592,9429880,7210739,7840208,9925808,7692286
55661,509.776,True,38445016,11736528,13821400,11589493,15410640,17494952,11143877,9639376,11723728,9502909,9151952,11236728,9005212,12764624,14848888,12629658,13514192,15598768,13366114
55660,267.916,True,32728328,9123280,11208144,8976650,12854736,14939048,8589240,7476688,9561040,7337383,7075280,9160056,6930592,9926096,12010360,9789051,10495440,12580016,10347308
55659,293.096,True,53185616,8103376,10188240,7954984,12068304,14152616,7803853,6403536,8487888,6263659,6215120,8299896,6067852,8996304,11080568,8861668,9733584,11818160,9584568
55658,213.56,True,37920616,10872272,12957136,10725447,14943696,17028008,10676567,8603088,10687440,8465028,8373712,10458488,8227260,12080592,14164856,11943882,13022672,15107248,12875972
55657,309.596,True,52152928,14296016,16381048,14148953,17503184,19587664,13239752,11318224,13402736,11183804,9733072,11818016,9589816,15696848,17781272,15563660,16765904,18850648,16619280
55656,284.314,True,23237896,6247888,8332752,6097870,10212816,12297128,5947132,5113296,7197648,4976421,4822480,6907256,4674500,6837712,8921976,6703445,7296464,9381040,7150126
55655,405.431,False,826295192,17671632,19757488,-1,17671632,19757488,-1,17671632,19757488,-1,8582608,10668664,8371676,8582608,18274424,15991788,8582608,19757488,17462669
55654,164.258,True,29463704,6590416,8676816,6442176,10428368,12514216,6165174,5468112,7554000,5331965,5177296,7263608,5031184,7192528,9278328,7057391,7614416,9700528,7469418
55653,419.744,True,38866864,10195920,12281296,10047167,14263248,16348072,9995770,7951312,10036176,7813664,7640016,9725304,7495376,11281360,13366136,11144341,12272592,14357680,12125221
55652,313.334,True,22646624,6444496,8529360,6296220,10364368,12448680,6097337,5359056,7443408,5220866,5105104,7189880,4959252,7009744,9094008,6875129,7456208,9540784,7306018
55651,328.596,True,37102696,10936784,13022328,10791473,14696912,12587600,10432914,8921552,11006576,8786846,8438224,10523680,8294000,11952592,14037528,11820075,12693968,14779224,12550614
55650,513.957,True,132080360,17728464,19815240,17525065,22422480,24508704,18103014,13026256,15112512,12834513,10970064,13056752,10769320,22070224,24156392,21881887,25011152,27097640,24808284
55649,551.688,True,25625528,4898768,6986616,4689257,9072592,11159888,4742472,3985360,6072688,3785504,3751888,5839648,3541620,5545936,7633176,5348864,6004688,8092248,5794615
55648,252.754,True,532281568,9064400,11152080,8854932,13287376,15374504,8958133,7446480,9533648,7248115,6201296,8288888,5994188,10211280,12298360,10012028,11067344,13154736,10858957
55647,254.241,True,22142152,6596048,8680912,6447368,10495440,12579752,6229861,5412304,7496656,5273253,4380112,6464888,4231040,7230928,9315192,7094947,7738832,9823408,7589009
55646,230.14,True,44032896,5690320,7775352,5545280,9495504,11579984,5230196,4572112,6656624,4434758,3990480,6075424,3847832,6263760,8348184,6128359,6710224,8794968,6564122
55645,280.568,True,29522216,8593872,10679416,8448778,12456400,14541392,8193514,6967760,9052784,6831743,6562256,8647712,6418484,9425360,11510296,9292081,10043856,12129112,9897524
55644,388.797,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
55643,409.47,True,135785728,20100048,22186872,19887700,23917520,26003792,19587049,15651792,17738096,15452235,14025680,16112408,13815756,23237584,25323800,23038168,25379792,27466328,25169381
55642,219.636,True,47923416,9883600,11970008,9737300,13729744,15815592,9463680,8040400,10126288,7904044,6447056,8533368,6302512,10788816,12874616,10654565,11509712,13595824,11365424
55641,160.817,True,23296048,5439440,7525496,5296709,9363408,11448912,5100413,4472784,6558320,4337352,4231120,6317088,4086184,5959632,8045080,5828890,6332368,8418136,6190232
55640,464.669,True,77237240,11031600,13118688,10866046,14664752,16751288,10379530,8406064,10492640,8250566,7713840,9800840,7549936,12330032,14416520,12178271,13399088,15485888,13233170
55639,407.882,True,30615184,5682128,7768952,5471178,9843664,11929936,5516134,4633552,6719856,4434026,4383696,6470432,4175532,6398928,8485144,6201441,6923216,9009752,6709813
55638,1152.93,True,87557744,10773456,12858832,10625964,13882320,15967144,9615541,8066000,10150864,7927996,7504848,9590136,7357928,11953104,14037880,11818751,12719056,14804144,12570467
55637,568.832,True,43899216,9912784,11998672,9766912,13365712,15451048,9102211,7930320,10015696,7793947,6808016,8893816,6661276,10842576,12927864,10707191,11547088,13632688,11400041
55636,276.834,True,37889664,11150800,13235664,11002236,14849488,16933800,10582630,9127376,11211728,8989919,7546320,9631096,7399948,12150224,14234488,12013544,12924368,15008944,12777880
55635,237.076,True,19094824,4933072,7017936,4786715,8861136,10945448,4593604,4109776,6194128,3971871,3929552,6014328,3784716,5346768,7431032,5209298,5670352,7754928,5522363
55634,447.657,True,462113632,12358096,14443640,12212806,16110032,18195024,11845301,10011088,12096112,9875273,9257424,11342880,9113608,13554128,15639064,13421134,14438864,16524120,14292861
55633,290.353,True,88050272,11108816,13196112,10906566,15311312,17398048,10991291,8872400,10959168,8680142,8188368,10275568,7989848,12681680,14768360,12492186,13795792,15882792,13595040
55632,186.841,True,33816568,7823824,9909712,7676665,11485648,13570984,7222131,6234576,8319952,6097737,5444048,7529848,5296928,8610256,10695544,8474268,9195984,11281584,9050440
55631,374.9,True,27625352,5620784,7709152,5393238,9782320,11870136,5436709,4572208,6660064,4351981,4338736,6427016,4111232,6374448,8462216,6158230,6915120,9003200,6685854
55630,542.657,True,22282400,5562320,7648720,5414122,9428944,11514792,5165055,4616144,6702032,4480593,4366288,6452600,4221148,6057936,8143736,5924925,6426576,8512688,6278388
55629,325.309,True,46895888,12776912,14861776,12626517,16360912,18445224,12095295,10192336,12276688,10053882,8426960,10511736,8281680,14050768,16135032,13913745,15013328,17097904,14866156
55628,397.797,True,826296912,14095824,16181976,13882700,18224592,20310184,13896873,10991056,13076688,10790480,8582608,10668664,8374060,16192976,18278520,15991881,17671632,19757488,17462827
55627,465.578,True,265562664,20533712,22621048,20320844,25088464,27175248,20760591,15925712,18012528,15725089,15499728,17586976,15290576,23560656,25647384,23362889,25891280,27978328,25678991
55626,436.621,True,165179136,16446416,18531448,16300279,19485648,21570128,15222106,12776400,14860912,12641436,11826128,13911072,11682200,18064336,20148760,17932305,19133392,21218136,18988476
55625,158.58,True,29866288,7431120,9516496,7281619,11133904,13218728,6868866,5927888,8012752,5791632,5137360,7222648,4991088,8123344,10208120,7987340,8659920,10745008,8511013
55624,508.496,True,28863040,4924368,7009400,4776746,8872912,10957392,4606856,4092880,6177392,3957129,3904464,5989408,3757996,5362640,7447064,5226705,5694416,7779160,5547653
55623,368.23,True,106084280,17483216,19568080,17335454,21276112,23360424,17009835,13927888,16012240,13788805,13538768,15623544,13391664,19322320,21406584,19185157,20866512,22951088,20718702
55622,394.142,True,61374368,18355152,20440184,18210924,21853136,23937616,17590663,15057872,17142384,14923131,13186000,15270944,13041352,19973072,22057496,19838300,21271504,23356248,21127918
55621,511.501,True,73779144,23757264,25843152,23609133,26550736,28636072,22286748,18809296,20894672,18671534,16441808,18527608,16297872,25874896,27960184,25741282,27673040,29758640,27525778
55620,426.022,True,62719104,14173648,16258520,14023645,17733072,19817384,13468008,11412944,13497296,11276325,10786256,12871032,10640412,15549904,17634168,15415556,16582096,18666672,16432445
55619,410.447,True,101499936,18388432,20474576,18176139,22394320,24479912,18064463,14280144,16365776,14077554,12731856,14817912,12522168,21210576,23296120,21013635,23184848,25270704,22974670
55618,255.946,True,23289272,3600336,5688184,3389166,7794640,9881936,3464882,2899920,4987248,2700423,2764752,4852512,2555632,4108240,6195480,3911056,4456400,6543960,4247687
55617,497.113,True,480342648,25895888,27981264,25747243,28042192,30127016,23775996,19358672,21443536,19219450,18060240,20145528,17915096,28902352,30987128,28767370,30548944,32634032,30401135
55616,302.336,True,26219200,6173136,8258688,6027486,10113488,12198480,5849816,5063120,7148144,4928709,4743632,6829088,4600600,6758864,8843800,6623447,7180752,9266008,7035552
55615,321.756,True,35543816,10162960,12251024,9995296,13992720,16080232,9706742,8209168,10296712,8053572,7619344,9707312,7452416,11129616,13217072,10975124,11842320,13930096,11675857
55614,318.851,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
55613,186.436,True,23329288,6533584,8619472,6384322,10326480,12411816,6062037,5419472,7504848,5281853,5132752,7218552,4988424,7086544,9171832,6949767,7492048,9577648,7343505
55612,193.981,True,31568608,7689680,9774200,7543071,11498960,13582928,7236375,6104528,8188528,5969039,5121488,7205920,4976252,8496592,10580504,8364548,9119184,11203416,8974634
55611,263.783,True,23216776,5222864,7308408,5078334,9085392,11170384,4823616,4166096,6251120,4032638,3609040,5694496,3463452,5730768,7815704,5596971,6128080,8213336,5983869
