cid,time,compile,vmlinux,GZIP-bzImage,GZIP-vmlinux,GZIP,BZIP2-bzImage,BZIP2-vmlinux,BZIP2,LZMA-bzImage,LZMA-vmlinux,LZMA,XZ-bzImage,XZ-vmlinux,XZ,LZO-bzImage,LZO-vmlinux,LZO,LZ4-bzImage,LZ4-vmlinux,LZ4
56243,310.806,True,49422368,13189584,15275472,13041232,16269776,18355112,12003278,10412496,12497872,10274974,8913360,10999160,8767356,14479824,16565112,14343367,15438288,17523888,15289303
56242,186.392,True,34413560,7750608,9835640,7603624,11437008,13521488,7173472,6087632,8172144,5953334,5723088,7808032,5579656,8520656,10605080,8386994,9036752,11121496,8892883
56241,245.746,True,34413560,7746512,9831544,7602777,11437008,13521488,7173259,6087632,8172144,5953354,5723088,7808032,5579036,8520656,10605080,8387029,9036752,11121496,8892792
56240,379.203,True,20399440,4695504,6780368,4547969,8611280,10695592,4345468,3851728,5936080,3711953,3663312,5748088,3515464,5133776,7218040,4997545,5457360,7541936,5307566
56239,744.008,True,80644832,8160208,10245240,8014055,11723728,13808208,7461759,6329296,8413808,6193875,5489616,7574560,5346076,9057232,11141656,8924419,9745360,11830104,9597691
56238,748.054,True,14488544,4002768,6087800,3858948,8037328,10121808,3775658,3306448,5390960,3172890,3068880,5153824,2925856,4371408,6455832,4237731,4678608,6763352,4534071
56237,526.315,True,190365536,21873104,23959000,21726855,25866704,27952040,21599484,17064400,19149776,16928341,16474576,18560376,16326940,24318416,26403704,24184170,26362320,28447920,26213941
56236,516.08,True,76167016,15426512,17511888,15277089,17900496,19985320,13633298,11662288,13747152,11526352,10220496,12305784,10076508,17163216,19247992,17030156,18506704,20591792,18357262
56235,421.954,True,220955856,12386864,14475752,12158017,16413232,18501560,12067530,9953840,12042208,9735052,9294384,11383176,9070396,13967920,16056200,13754690,15057456,17146048,14829517
56234,422.58,True,71640760,17265104,19352392,17065096,21221840,23308576,16904231,13857232,15944000,13666957,13210064,15297264,13010392,19419600,21506280,19228878,20935120,23022120,20733574
56233,398.753,True,335641232,6127568,8215208,5926832,10276816,12363904,5958449,4980688,7067808,4789372,4657104,6744656,4458924,6893520,8980552,6704119,7442384,9529736,7244124
56232,394.23,True,83209232,14235408,16323840,14011716,18274064,20361944,13934130,11462416,13550336,11249697,10831632,12919976,10610496,15959824,18047656,15747224,17205008,19293152,16980733
56231,436.542,True,21830688,5780944,7865808,5633873,9729488,11813800,5462484,4806096,6890448,4667640,3900880,5985656,3754260,6276560,8360824,6141837,6694352,8778928,6546995
56230,394.278,True,33132072,7393744,9479288,7246498,11211216,13296208,6948667,5943760,8028784,5807880,4628944,6714400,4486756,8118736,10203672,7984573,8720848,10806104,8576663
56229,519.271,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
56228,376.766,True,45767856,5322192,7407056,5173727,9258448,11342760,4991398,4371920,6456272,4233532,4113872,6198648,3965388,5830096,7914360,5693052,6202832,8287408,6053853
56227,362.99,True,22426616,5518800,7603320,5371834,9532880,11616848,5267570,4515280,6599280,4379106,4220368,6304800,4076988,6075856,8159768,5941381,6526416,8610648,6380058
56226,339.085,True,36784304,6869968,8956792,6660062,11015120,13101392,6685892,5649360,7735664,5448203,4723664,6810400,4514828,7664592,9750808,7465349,8246224,10332760,8035354
56225,286.008,True,78955752,18899920,20985296,18751909,22180816,24265640,17915793,14300112,16384976,14163534,13165520,15250808,13019764,21111760,23196536,20975931,22918096,25003184,22769752
56224,415.439,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
56223,252.104,True,28262816,8279504,10364368,8133351,12162512,14246824,7896147,6763984,8848336,6624628,6399440,8484216,6252100,9082320,11166584,8948029,9680336,11764912,9529951
56222,211.866,True,92523328,9413072,11498616,9269176,12935632,15020624,8671312,7512528,9597552,7378098,6427088,8512544,6282188,10281424,12366360,10150360,10940880,13026136,10796155
56221,380.055,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
56220,244.64,True,24652328,3613648,5700424,3410841,7758800,9845024,3438945,2941904,5028160,2751808,2765776,4852464,2565060,4101072,6187240,3913554,4465616,6552104,4264923
56219,202.161,True,34105064,7320528,9405904,7173651,11158480,13243304,6891810,6013904,8098768,5876807,5710800,7796088,5566036,7959504,10044280,7822991,8455120,10540208,8306523
56218,198.448,True,23641400,3900880,5987144,3698925,8054224,10139936,3733477,3212752,5298496,3022104,3069392,5155568,2866588,4388304,6473960,4196314,4724176,6810152,4521239
56217,172.783,True,22718256,6923216,9008256,6775057,10785744,12870224,6522990,5682128,7766640,5548122,5297104,7382048,5151324,7566288,9650712,7431436,8057808,10142552,7912410
56216,273.293,True,21448824,5899216,7984600,5750097,9769936,11854760,5504524,4830160,6915024,4691781,4543440,6628728,4395268,6435792,8520568,6301442,6857680,8942768,6709291
56215,258.867,True,21448824,5899216,7984600,5750097,9769936,11854760,5504873,4830160,6915024,4691899,4543440,6628728,4395116,6435792,8520568,6301442,6857680,8942768,6709291
56214,777.708,True,36016496,5018576,7103952,4870097,8942544,11027368,4675996,4129744,6214608,3990959,3920848,6006136,3773580,5563344,7648120,5430030,5907408,7992496,5759305
56213,1128.37,True,93275992,13848624,15938184,13619380,18272304,20361312,13924887,10350640,12439680,10133984,9527344,11616816,9300832,17158192,19247144,16940674,19152944,21242216,18925209
56212,402.818,True,49640384,15860688,17946064,15712159,19420112,21504936,15153651,12874704,14959568,12736537,10994640,13079928,10849744,17261520,19346296,17124297,18371536,20456624,18225215
56211,819.53,True,75631048,13337552,15424328,13135268,17339344,19425568,13020813,10470352,12556608,10279502,8930256,11016944,8731248,15463376,17549544,15272609,16966608,19053096,16762206
56210,821.143,True,75631048,13337552,15424328,13135267,17339344,19425568,13020799,10470352,12556608,10278043,8930256,11016944,8731128,15463376,17549544,15272608,16966608,19053096,16762205
56209,462.883,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
56208,620.457,True,33464344,7943120,10028496,7793876,11973584,14058408,7707011,6255568,8340432,6119541,6112208,8197496,5964100,8786896,10871672,8651008,9552848,11637936,9404579
56207,618.966,True,33464344,7943120,10028496,7793581,11973584,14058408,7705933,6255568,8340432,6119422,6112208,8197496,5965112,8786896,10871672,8650984,9552848,11637936,9404521
56206,1008.16,True,58905808,13950928,16036984,13803684,17579984,19665488,13316629,10440656,12526192,10306995,9732048,11818016,9586272,15454160,17539608,15319531,16863184,18948952,16719855
56205,385.597,True,62157000,14660560,16745936,14514216,18215888,20300712,13949414,11150288,13235152,11011734,10236880,12322168,10091568,16352208,18436984,16215311,17875920,19961008,17726879
56204,386.353,True,62157000,14664656,16750032,14515383,18211792,20296616,13944756,11146192,13231056,11010167,10228688,12313976,10082860,16352208,18436984,16215572,17875920,19961008,17726843
56203,335.181,True,215773928,14037968,16124792,13827300,18555856,20642128,14227373,10798032,12884336,10597647,8991696,11078432,8783740,16753616,18839832,16555990,18494416,20580952,18282739
56202,234.143,True,40880832,9340368,11425232,9193240,13129168,15213480,8863838,7648720,9733072,7512749,7136720,9221496,6990444,10159568,12243832,10022826,10790352,12874928,10643903
56201,236.598,True,40880832,9340368,11425232,9193240,13129168,15213480,8863787,7648720,9733072,7512061,7136720,9221496,6990540,10159568,12243832,10022828,10790352,12874928,10643905
56200,463.039,True,24545368,6812624,8898000,6665175,10720208,12805032,6453352,5596112,7680976,5460081,5284816,7370104,5137252,7476176,9560952,7341217,7971792,10056880,7824304
56199,638.956,True,21764896,7468080,9555168,7303569,11408432,13494968,7124809,6222896,8309472,6066513,5116976,7203976,4951492,8086576,10173064,7933747,8619056,10705856,8454733
56198,639.347,True,21764896,7468080,9555168,7303562,11408432,13494968,7124932,6218800,8305376,6063541,5116976,7203976,4951484,8086576,10173064,7933750,8619056,10705856,8454735
56197,451.047,True,37509792,10568656,12654032,10422441,14590928,16675752,10323670,8717264,10802128,8580461,7521232,9606520,7374540,11494352,13579128,11361164,12407760,14492848,12261524
56196,394.281,True,78366240,15664080,17750736,15454626,19936208,22022312,15608795,12358608,14444752,12158328,11670480,13757048,11459884,18027472,20113528,17829084,19674064,21760432,19462486
56195,398.39,True,78366240,15664080,17750736,15454626,19936208,22022312,15609028,12358608,14444752,12159743,11670480,13757048,11459468,18027472,20113528,17829082,19674064,21760432,19462486
56194,246.18,True,25783208,7669296,9755880,7501293,11621936,13707960,7337140,6247984,8334048,6092834,5842480,7928968,5679316,8394288,10480264,8241812,8930864,11017152,8763505
56193,344.305,True,51477720,13271504,15357056,13123643,16462288,18547280,12197671,10494416,12579440,10360085,8917456,11002912,8773892,14549456,16634392,14416038,15512016,17597272,15365581
56192,346.529,True,51477720,13267408,15352960,13122932,16462288,18547280,12197526,10494416,12579440,10358091,8917456,11002912,8773864,14549456,16634392,14416038,15512016,17597272,15365582
56191,123.71,True,41248296,6276048,8362824,6073221,10392528,12478752,6071488,4961232,7047488,4769687,4342736,6429424,4141604,7283664,9369832,7095355,8000464,10086952,7798408
56190,216.86,True,81863488,6624528,8711728,6458599,10523920,12610568,6237063,5489936,7576616,5331635,5174544,7261656,5006544,7230736,9317328,7074143,7669008,9755920,7502390
56189,217.464,True,81864560,6624528,8711728,6455087,10519824,12606472,6234078,5485840,7572520,5329432,5170448,7257560,5004696,7226640,9313232,7072732,7664912,9751824,7499320
56188,369.827,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
56187,452.526,True,27817992,5967824,8054224,5820776,9883600,11969448,5618574,4866000,6951888,4728532,4566992,6653304,4420600,6586320,8672120,6451161,7028688,9114800,6883400
56186,450.886,True,27817992,5967824,8054224,5820775,9883600,11969448,5618601,4866000,6951888,4728834,4566992,6653304,4419964,6586320,8672120,6451162,7028688,9114800,6883401
56185,254.763,True,32537400,10535888,12621264,10387497,14275536,16360360,10011472,8676304,10761168,8538626,6996944,9082232,6850904,11432912,13517688,11297627,12178384,14263472,12029859
56184,229.307,True,16097576,2864592,4950696,2662276,7046608,9132160,2727400,2348496,4434080,2156628,2196944,4282960,1998952,3225040,5310536,3034680,3503568,5589384,3301837
56183,227.854,True,16097576,2864592,4950696,2662274,7046608,9132160,2727398,2344400,4429984,2153348,2201040,4287056,2000632,3225040,5310536,3034678,3503568,5589384,3301837
56182,260.133,True,22829920,6055376,8139896,5909508,10003920,12087888,5741210,4892112,6976112,4755617,4056528,6140960,3911652,6637008,8720920,6501512,7095760,9179992,6949179
56181,442.796,True,44343792,11584976,13669840,11436998,15042000,17126312,10776225,9143760,11228112,9004951,7783888,9868664,7639500,12703184,14787448,12567408,13546960,15631536,13399581
56180,437.711,True,44343792,11584976,13669840,11436302,15042000,17126312,10774737,9143760,11228112,9006124,7787984,9872760,7639904,12703184,14787448,12567124,13546960,15631536,13399628
56179,262.828,True,19213168,4882384,6968784,4735416,8900560,10986408,4635364,4001744,6087632,3864292,3801040,5887352,3657216,5361616,7447416,5229007,5722064,7808176,5575719
56178,198.008,True,11327040,2822096,4908152,2676412,6905808,8991312,2644532,2326480,4412016,2192101,2256848,4342816,2115704,3092432,5177880,2960716,3317712,5403480,3173577
56177,198.049,True,11327040,2822096,4908152,2676411,6905808,8991312,2644515,2326480,4412016,2191172,2256848,4342816,2115536,3092432,5177880,2960718,3317712,5403480,3173579
56176,430.348,True,159148128,17151440,19236304,17002831,20125136,22209448,15860142,13575632,15659984,13437620,12080592,14165368,11933156,18716112,20800376,18581794,19977680,22062256,19828961
56175,395.923,True,40144440,11453904,13538424,11309190,15214032,17298000,10949647,9311696,11395696,9175223,8848848,10933280,8702764,12547536,14631448,12412868,13309392,15393624,13163913
56174,393.154,True,40144440,11453904,13538424,11308474,15214032,17298000,10949725,9315792,11399792,9179685,8844752,10929184,8700860,12547536,14631448,12412733,13309392,15393624,13163915
56173,461.111,True,192848560,23682512,25769432,23534240,25980368,28066728,21713886,17976784,20063184,17842319,15744464,17831288,15600280,26164688,28251000,26031474,27819472,29906096,27674573
56172,352.003,True,61874272,17511888,19596752,17363109,20231632,22315944,15964578,13911504,15995856,13775229,12240336,14325112,12094972,19101136,21185400,18963494,20305360,22389936,20156202
56171,355.639,True,61874272,17511888,19596752,17363147,20231632,22315944,15964711,13911504,15995856,13773889,12240336,14325112,12094932,19101136,21185400,18963494,20305360,22389936,20156202
56170,154.095,True,24137096,5943248,8029304,5797967,9936848,12022352,5673716,4894672,6980208,4758458,3952592,6038560,3810140,6520784,8606232,6387265,6975440,9061208,6830037
56169,630.692,True,45884336,13094864,15180920,12948078,16334800,18420304,12071119,10383312,12468848,10248464,8843216,10929184,8698144,14245840,16331288,14113009,15167440,17253208,15020603
56168,630.083,True,45884336,13094864,15180920,12948080,16334800,18420304,12070905,10383312,12468848,10247261,8839120,10925088,8697604,14245840,16331288,14113014,15167440,17253208,15020607
56167,143.52,True,19626576,5071312,7157200,4922809,9093584,11178920,4826650,4137424,6222800,4001589,3916240,6002040,3771836,5566928,7652216,5431305,5931472,8017072,5785887
56166,738.594,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
56165,733.33,True,55880688,19690960,21775536,16762741,19690960,21775536,15677281,19690960,21775536,13200680,19690960,21775536,11686864,19690960,21775536,18325659,19690960,21775536,19542579
56164,419.222,True,55880688,16909776,18994640,16762741,19944912,22029224,15677281,13338064,15422416,13200680,11834832,13919608,11686864,18462160,20546424,18325659,19690960,21775536,19542579
56163,460.232,True,79026208,12727760,14814072,12517480,16934352,19020112,12605196,9950672,12036464,9747265,7747024,9833248,7536892,14759376,16845080,14559308,16217552,18303576,16004013
56162,460.945,True,79026208,12727760,14814072,12517478,16934352,19020112,12605146,9946576,12032368,9746965,7767504,9853728,7556700,14759376,16845080,14559307,16217552,18303576,16004014
56161,367.047,True,184673992,25740752,27825272,25594788,27207120,29291088,22942567,18515408,20599408,18378795,17102288,19186720,16958456,29414864,31498776,29281474,31970768,34055000,31824555
56160,340.098,True,40972336,12259280,14345680,12114398,16023504,18109352,11760373,9981904,12067792,9847887,8183760,10270072,8038500,13377488,15463288,13242616,14270416,16356528,14121979
56159,339.671,True,40972376,12259280,14345680,12113151,16027600,18113448,11761493,9981904,12067792,9846492,8187856,10274168,8043636,13377488,15463288,13241920,14266320,16352432,14120451
56158,437.618,True,46946320,17044944,19129808,16897710,20436432,22520744,16168076,13891024,15975376,13753255,12015056,14099832,11869768,18482640,20566904,18348550,19654096,21738672,19504618
56157,486.153,True,38671120,7951312,10036688,7802208,11547600,13632424,7281722,6439888,8524752,6303783,5534672,7619960,5389116,8651728,10736504,8515065,9216976,11302064,9068751
56156,485.345,True,38671120,7951312,10036688,7802207,11547600,13632424,7281726,6439888,8524752,6303759,5534672,7619960,5388336,8651728,10736504,8515065,9216976,11302064,9068751
56155,517.023,True,75026144,14704592,16790648,14559512,18206672,20292176,13943083,10973136,13058672,10838561,10256336,12342304,10115060,16289744,18375192,16158823,17764304,19850072,17618744
56154,427.776,True,120335336,21995984,24083272,21792607,25756112,27842848,21435711,16998864,19085632,16807175,15376848,17464048,15175424,25555408,27642088,25367775,28041680,30128680,27840167
56153,432.477,True,120335336,21995984,24083272,21792607,25756112,27842848,21435237,16994768,19081536,16802399,15376848,17464048,15177772,25555408,27642088,25367776,28041680,30128680,27840167
56152,174.216,True,18271968,4277200,6362232,4132620,8258512,10342992,3995563,3544016,5628528,3407089,3388368,5473312,3244928,4686800,6771224,4552017,4989904,7074648,4845377
56151,570.723,True,69829192,20383184,22468056,20236760,23635408,25719720,19369059,16233936,18318288,16098275,15541712,17626488,15393336,22455760,24540024,22320164,23983568,26068144,23835539
56150,575.227,True,69829192,20383184,22468056,20236757,23635408,25719720,19369059,16238032,18322384,16100077,15529424,17614200,15382316,22455760,24540024,22320164,23983568,26068144,23835539
56149,355.925,True,29283536,6288432,8375176,6124843,10208304,12294496,5928378,5149744,7235968,4997676,4822064,6908720,4658504,6906928,8993064,6754797,7365680,9452136,7202000
56148,317.866,True,140242560,17309648,19395704,17164792,20807632,22893136,16545365,13107152,15192688,12972884,12586960,14672928,12443420,19390416,21475864,19260431,21069776,23155544,20925479
56147,323.781,True,140242560,17309648,19395704,17164499,20807632,22893136,16544657,13103056,15188592,12967632,12578768,14664736,12436512,19390416,21475864,19260406,21069776,23155544,20925475
56146,251.196,True,50748488,9016272,11103048,8815641,13161424,15247648,8841668,6992848,9079104,6802456,6513616,8600304,6311240,10658768,12744936,10467915,11740112,13826600,11536771
56145,200.291,True,28911328,6865872,8950904,6719541,10707920,12792400,6446365,5608400,7692912,5473960,5338064,7423008,5192548,7533520,9617944,7399330,8037328,10122072,7890197
56144,194.974,True,28911328,6865872,8950904,6719543,10707920,12792400,6446077,5616592,7701104,5480694,5333968,7418912,5190856,7533520,9617944,7399329,8037328,10122072,7890197
56143,132.259,True,18044936,4826064,6911096,4681262,8758224,10842704,4493391,4043728,6128240,3908969,3855312,5940256,3711848,5211088,7295512,5078836,5497808,7582552,5351877
56142,336.359,True,38866616,10376656,12461520,10229164,13743568,15827880,9479271,8267216,10351568,8128750,7054800,9139576,6909540,11371984,13456248,11234481,12113360,14197936,11965937
56141,336.283,True,38866616,10376656,12461520,10229167,13743568,15827880,9479163,8267216,10351568,8128066,7054800,9139576,6909552,11371984,13456248,11234478,12113360,14197936,11965935
56140,185.992,True,29812344,6641104,8727368,6436953,10773968,12859680,6453933,5457360,7543104,5265233,5182928,7269104,4980900,7431632,9517288,7241672,8013264,10099240,7810714
56139,590.964,True,25960064,5133264,7218640,4987279,9106384,11191208,4840985,4203472,6288336,4067190,3924944,6010232,3778828,5649360,7734136,5515311,6018000,8103088,5870825
56138,588.916,True,25960064,5133264,7218640,4987279,9106384,11191208,4840966,4203472,6288336,4067725,3929040,6014328,3781476,5649360,7734136,5515314,6018000,8103088,5870827
56137,267.626,True,49955016,12255696,14341584,12106440,16237008,18322344,11970218,9658832,11744208,9519907,9245136,11330936,9098968,13586896,15672184,13451542,14692816,16778416,14546774
56136,150.439,True,56005288,5595088,7681144,5450900,9596880,11682384,5335706,4612048,6697584,4478346,3874768,5960736,3729328,6074320,8159768,5941799,6463440,8549208,6319178
56135,151.904,True,56005288,5595088,7681144,5450900,9596880,11682384,5335703,4612048,6697584,4479321,3874768,5960736,3729304,6074320,8159768,5941798,6463440,8549208,6319177
56134,188.61,True,25881680,6534096,8619128,6387202,10396624,12481104,6134564,5260240,7344752,5127161,4932560,7017504,4789664,7144400,9228824,7013352,7615440,9700184,7468997
56133,401.055,True,68949288,13685712,15771088,13537299,17236944,19321768,12972888,10449872,12534736,10311087,9479120,11564408,9333328,15258576,17343352,15123443,16520144,18605232,16370521
56132,402.626,True,68949160,13685712,15771088,13537032,17236944,19321768,12969126,10429392,12514256,10293775,9475024,11560312,9327836,15258576,17343352,15122672,16516048,18601136,16367410
56131,654.485,True,261972256,17240624,19329624,17023459,21738032,23826480,17402203,13095472,15183952,12886887,12005936,14094848,11788964,20849200,22937592,20642502,23347760,25436472,23128349
56130,398.038,True,24614616,6710736,8795600,6561122,10626512,12710824,6360991,5461456,7545808,5324598,5187024,7271800,5040636,7378384,9462648,7242583,7853520,9938096,7706499
56129,397.905,True,24614616,6710736,8795600,6561121,10626512,12710824,6361267,5465552,7549904,5326943,5187024,7271800,5040728,7378384,9462648,7242582,7853520,9938096,7706498
56128,335.597,True,64297896,14361040,16446928,14213009,18178512,20263848,13914511,11727312,13812688,11592146,11276752,13362552,11129000,15659472,17744760,15526545,16822736,18908336,16675003
56127,210.168,True,35990728,7503824,9591464,7305167,11665360,13752448,7347201,6119376,8206496,5930649,5812176,7899728,5615228,8409040,10496072,8222302,9035728,11123080,8837021
56126,210.491,True,35990600,7503824,9591464,7303998,11665360,13752448,7346938,6119376,8206496,5929004,5812176,7899728,5613616,8409040,10496072,8221318,9035728,11123080,8835512
56125,132.677,True,16878336,4228048,6313424,4080730,8201168,10285992,3936228,3445712,5530576,3308587,2773968,4859256,2628172,4617168,6701944,4483348,4940752,7025840,4791850
56124,216.693,True,36599192,6968272,9053304,6820951,10757072,12841552,6492277,5641168,7725680,5504289,5338064,7423008,5194400,7648208,9732632,7515099,8139728,10224472,7995223
56123,219.368,True,36599192,6968272,9053304,6820951,10757072,12841552,6492206,5641168,7725680,5506422,5338064,7423008,5194904,7648208,9732632,7515101,8139728,10224472,7995225
56122,405.564,True,66533400,10752976,12838352,10605246,14332880,16417704,10068519,8651728,10736592,8513562,6669264,8754552,6522140,11772880,13857656,11637738,12592080,14677168,12442535
56121,282.248,True,19139280,4559824,6645200,4412236,8508368,10593192,4242749,3802064,5886928,3664854,3621840,5707128,3476776,4961232,7046008,4827313,5276624,7361712,5130513
56120,286.993,True,19139280,4559824,6645200,4412235,8508368,10593192,4242886,3802064,5886928,3665540,3621840,5707128,3476504,4961232,7046008,4827313,5276624,7361712,5130513
56119,540.73,True,89124112,25898960,27985016,25753891,28364752,30450256,24103629,20553680,22639216,20418926,18145232,20231200,18001540,28315600,30401048,28182219,30334928,32420696,30191328
56118,240.056,True,96037656,3122128,5207160,2975237,7173072,9257552,2907756,2593744,4678256,2456947,2474960,4559904,2331440,3408848,5493272,3276465,3630032,5714776,3484262
56117,233.146,True,96035192,3122128,5207160,2974743,7173072,9257552,2907813,2593744,4678256,2457709,2474960,4559904,2331936,3408848,5493272,3276832,3630032,5714776,3484585
56116,351.231,True,146815512,17986000,20071896,17838621,21074384,23159720,16809052,14283216,16368592,14144515,12538320,14624120,12393656,19702224,21787512,19567669,21008848,23094448,20864183
56115,231.517,True,32004680,9737168,11822544,9590499,13485008,15569832,9220597,8049616,10134480,7911937,6681552,8766840,6537028,10535888,12620664,10401296,11166672,13251760,11017571
56114,473.462,True,21790528,5382608,7468152,5238651,9347536,11432528,5086577,4415952,6500976,4283126,4202960,6288416,4061120,5906896,7991832,5774197,6296016,8381272,6149331
56113,275.766,True,100917128,9844176,11929040,9695187,13485520,15569832,9218324,8086992,10171344,7947018,6555088,8639864,6406576,10667472,12751736,10529763,11310544,13395120,11161401
56112,318.651,True,305007624,18363344,20448728,18216530,21980112,24064936,17713058,14037968,16122832,13901621,12125136,14210424,11978852,20538320,22623096,20404145,22303696,24388784,22155057
56111,692.443,True,648318640,31876560,33961432,31728456,33318352,35402664,29052518,23324112,25408464,23186336,22103504,24188280,21955720,35562960,37647224,35426603,37713360,39797936,37565049
56110,597.51,True,22655736,5165008,7251064,5020309,9150416,11235920,4887239,4296656,6382192,4161216,3583952,5669920,3439884,5631952,7717400,5498740,5996496,8082264,5853367
56109,340.584,True,37675368,10383312,12469712,10235918,13856720,15942568,9591915,8331216,10417104,8195803,7081936,9168248,6936396,11349968,13435768,11216563,12095440,14181552,11947558
56108,342.309,True,91492672,15155984,17245288,14935760,19432208,21520952,15091899,11768592,13857368,11555860,9376528,11465736,9158008,17601296,19689984,17393182,19366672,21455680,19146059
56107,271.058,True,83488032,14558672,16644776,14357060,18564560,20650112,14244106,11290064,13375648,11099094,9807312,11893328,9609176,17061328,19146824,16873665,18736592,20822408,18536568
56106,202.951,True,33464296,6800336,8885368,6654476,10687440,12771920,6424416,5211088,7295600,5074393,4772816,6857760,4627264,7574480,9658904,7441213,8201168,10285912,8057180
56105,543.131,True,232273632,37413840,39499224,37266267,37880784,39965608,33613654,27431888,29516752,27293707,26604496,28689784,26460484,41558992,43643768,41423925,44184528,46269616,44036610
56104,464.534,True,131327392,18739664,20827008,18527345,22950352,25037136,18619739,14954960,17041776,14752524,12882384,14969632,12674680,21221840,23308568,21021321,22987216,25074264,22778523
56103,321.737,True,18238256,3622160,5709704,3451848,7705872,9792872,3417423,3007760,5094792,2847475,2893072,4980528,2725216,3966224,6053168,3807717,4207888,6295152,4038859
56102,371.56,True,40080040,3548112,5633488,3398119,7562192,9647016,3294653,2954192,5039056,2818675,2806736,4892024,2658080,3863504,5948280,3727688,4105168,6190256,3956695
56101,455.408,True,441446464,25130448,27215320,24983311,28456400,30540712,24192167,19043792,21128144,18907331,17065424,19150200,16919644,28042704,30126968,27908157,30451152,32535728,30300892
56100,473.783,True,35388792,10133552,12221320,9970843,13598768,15685984,9316513,8085552,10172800,7931362,6971440,9059120,6807468,11108400,13195560,10957981,11857968,13945448,11693581
56099,426.319,True,65726968,9225168,11310200,9078970,12710864,14795344,8447642,7439312,9523824,7303469,6386640,8471584,6244276,10077136,12161560,9944016,10712016,12796760,10565600
56098,185.006,True,11225896,2482640,4568184,2335142,6582736,8667728,2320330,2068944,4153968,1934755,1978832,4064288,1836036,2703824,4788760,2572362,2888144,4973400,2742162
56097,322.094,True,28711672,5604304,7691128,5392016,9716688,11802960,5388438,4580304,6666608,4381158,4367312,6454048,4157892,6321104,8407320,6120436,6829008,8915544,6615754
56096,467.011,True,56069184,9732656,11821536,9506433,13799984,15888312,9456635,7647792,9736160,7428829,6685232,8774024,6459800,11244080,13332360,11029896,12296752,14385344,12068885
56095,139.602,True,22846768,5096912,7181432,4949566,9082320,11166288,4817305,4183504,6267504,4048565,3962320,6046752,3816648,5596624,7680536,5464472,5973456,8057688,5825817
56094,225.993,True,33894736,8496080,10581456,8348259,12321744,14406568,8056635,6968272,9053136,6830233,6542288,8627576,6397176,9290704,11375480,9155989,9872336,11957424,9726471
56093,509.807,True,94303864,23065360,25153072,22901195,25649936,27737096,21365265,18072336,20159528,17915156,16360208,18447832,16196300,25260816,27347920,25109169,26944272,29031696,26778761
56092,372.519,True,40227576,6909904,8997704,6706803,11096016,13183264,6778246,5709776,7797056,5520835,4747216,6834928,4548116,7745488,9832680,7557200,8388560,10476072,8187503
56091,575.489,True,141255632,16204752,18290128,16057894,19207120,21291944,14942214,12301264,14386128,12163743,11129808,13215096,10983564,18047952,20132728,17912372,19092432,21177520,18945008
56090,531.392,True,117895304,11473968,13562504,11244879,15856688,17944672,11508558,8959024,11047040,8740006,8700976,10789424,8473296,13194288,15282216,12977076,14480432,16568680,14251449
56089,198.346,True,47794976,11060176,13145552,10911198,14975952,17060776,10709751,8799184,10884048,8660109,8545232,10630520,8400204,12239824,14324600,12105713,13235152,15320240,13087009
56088,365.145,True,40628568,11997968,14086024,11830461,15823632,17911144,11537567,9675536,11763080,9517435,9126672,11214640,8960860,13206288,15293744,13050761,14078736,16166512,13912431
56087,127.814,True,19155728,3081168,5166200,2934558,7119824,9204304,2857627,2556880,4641392,2421648,2442192,4527136,2297044,3384272,5468696,3251279,3597264,5682008,3451593
56086,265.883,True,45001040,12264400,14349432,12120476,15623120,17707600,11360324,9761744,11846256,9628029,8373200,10458144,8230040,13444048,15528472,13309582,14324688,16409432,14179977
56085,261.645,True,78076496,10421712,12506576,10274865,14386640,16470952,10122035,8213968,10298320,8076476,7980496,10065272,7835748,11593168,13677432,11458081,12555728,14640304,12407337
56084,448.349,True,11447096,3146704,5231736,3000840,7205840,9290320,2943026,2630608,4715120,2495219,2515920,4600864,2373512,3425232,5509656,3292070,3646416,5731160,3502786
56083,749.735,True,126291824,11413264,13501752,11180200,15546128,17634056,11196356,9197328,11285288,8973142,8722192,10810584,8491360,12879632,14967504,12658787,13895440,15983632,13661058
56082,271.871,True,47409528,11551184,13637072,11404170,15323600,17408936,11058941,9433552,11518928,9295514,7709136,9794936,7565516,12562896,14648184,12428925,13390288,15475888,13243358
56081,302.187,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
56080,137.588,True,11750696,2814928,4899960,2666932,6841296,8925776,2577743,2339792,4424304,2202851,2225104,4310048,2079612,3089360,5173784,2953689,3298256,5383000,3152549
